STATE,COUNTY,Annual Avg Violent Crimes,"Reported Violent Crimes per 100,000 Population",Z-Score
Wisconsin,Forest,22,243,0.82
Wisconsin,Grant,75,147,0.05
Wisconsin,Green,31,83,-0.45
Wisconsin,Green Lake,8,42,-0.78
Wisconsin,Iowa,30,124,-0.13
Wisconsin,Iron,4,69,-0.57
Wisconsin,Jackson,19,90,-0.4
Wisconsin,Jefferson,121,148,0.06
Wisconsin,Juneau,64,243,0.82
Wisconsin,Kenosha,393,234,0.74
Wisconsin,Kewaunee,20,96,-0.35
Wisconsin,La Crosse,163,138,-0.02
Wisconsin,Lafayette,15,90,-0.4
Wisconsin,Langlade,13,65,-0.6
Wisconsin,Lincoln,43,181,0.32
Wisconsin,Manitowoc,150,188,0.38
Wisconsin,Marathon,156,115,-0.2
Wisconsin,Marinette,17,40,-0.8
Wisconsin,Marquette,5,33,-0.85
Wisconsin,Menominee,0,0,-1.11
Wisconsin,Milwaukee,"9,770","1,020",6.99
Wisconsin,Monroe,64,140,0
Wisconsin,Oconto,,,0
Wisconsin,Oneida,61,172,0.25
Wisconsin,Outagamie,280,153,0.1
Wisconsin,Ozaukee,52,59,-0.64
Wisconsin,Pepin,9,117,-0.19
Wisconsin,Pierce,56,144,0.03
Wisconsin,Polk,119,274,1.06
Wisconsin,Portage,80,113,-0.22
Wisconsin,Price,9,62,-0.62
Wisconsin,Racine,409,210,0.55
Wisconsin,Richland,2,11,-1.02
Wisconsin,Rock,372,231,0.72
Wisconsin,Rusk,26,184,0.35
Wisconsin,Sauk,71,111,-0.23
Wisconsin,Sawyer,31,186,0.36
Wisconsin,Shawano,35,83,-0.45
Wisconsin,Sheboygan,183,159,0.15
Wisconsin,St. Croix,54,63,-0.61
Wisconsin,Taylor,20,95,-0.36
Wisconsin,Trempealeau,18,61,-0.63
Wisconsin,Vernon,17,59,-0.64
Wisconsin,Vilas,10,47,-0.74
Wisconsin,Walworth,89,86,-0.43
Wisconsin,Washburn,32,203,0.5
Wisconsin,Washington,86,69,-0.56
Wisconsin,Waukesha,257,68,-0.57
Wisconsin,Waupaca,98,187,0.38
Wisconsin,Waushara,25,102,-0.31
Wisconsin,Winnebago,287,169,0.22
Wisconsin,Wood,24,33,-0.85
Wyoming,Albany,52,138,-0.44
Wyoming,Big Horn,10,100,-0.88
Wyoming,Campbell,136,278,1.17
Wyoming,Carbon,36,236,0.68
Wyoming,Converse,43,365,2.16
Wyoming,Crook,9,120,-0.65
Wyoming,Fremont,65,161,-0.18
Wyoming,Goshen,47,350,2
Wyoming,Hot Springs,5,105,-0.82
Wyoming,Johnson,12,134,-0.48
Wyoming,Laramie,200,206,0.34
Wyoming,Lincoln,21,118,-0.68
Wyoming,Natrona,160,194,0.2
Wyoming,Niobrara,,,0
Wyoming,Park,57,193,0.19
Wyoming,Platte,15,184,0.09
Wyoming,Sheridan,45,151,-0.29
Wyoming,Sublette,7,66,-1.27
Wyoming,Sweetwater,135,300,1.43
Wyoming,Teton,,,0
Wyoming,Uinta,14,71,-1.21
Wyoming,Washakie,7,78,-1.13
Wyoming,Weston,10,157,-0.22
